tweet,prediction,label,class,index
"Climate change disproportionately affects young people, while they are the least responsible for its impacts. On #WorldYouthDay, here are 5 young people speaking up for climate action and environmental sustainability

#FridaysForFuture 

A thread 👇🏽",1,3,unclear,12984
"When #COP27 so singularly failed, when #Business has so effectively captured our #politics, how are we going to turn from ‘profit at any cost’ to a #Regenerative Future?
#AccidentalGods #Podcast w Dr John Collins
https://t.co/R07typnybC

#FridaysForFuture 
#ClimateEmergency",1,3,wrong-label,12988
School strike for climate week 157. #FridaysForFuture #ClimateStrike #UprootTheSystem https://t.co/7rUSRhuGuy,1,3,wrong-label,13004
"GretaThunberg: RT @BoruahTapashi: #ClimateStrike week 76
Hey hey ho ho,
fossil fuels have to go.
#FridaysForFuture 
#schoolstrike4climate https://t.co/llVq2DXemp",1,3,wrong-label,13011
You must be the change you wish to see in the world. #Recycling #Fishyfriday #Environment #ClimateAction #PlasticPollution #uprootthesystem #fridaysforfuture #SeaHorseArmy,1,3,wrong-label,13037
Week 6. Climate education means knowing the magnitude of the crisis we’ve been dealt and what we can do to stop it. I’m leading a student mental health conference with @edualternatives. I’d love to hear from youth climate education advocates! #FridaysforFuture #PeopleNotProfit https://t.co/cojB5zSxTe,1,3,wrong-label,13045
#green #climateactivist #luisaneubauer plans to blow up #oilpipeline #terrorism in plain sight. #FridaysForFuture talking about the next steps.,2,3,wrong-label,13046
"Why do people believe — and continue to believe — climate disinformation, lies, and falsehoods? Here are some answers.  Excellent piece.  #ActOnClimate #FridaysForFuture https://t.co/5nvzqZAkpz",1,3,wrong-label,13048
"#newrelease this #friday. Cause we all know #FridaysForFuture and #Metal makes a better future for all of us! 

#music #swissmetalband #swissmetal #letsrock #blackandwhiteissexy #BlackAndWhiteTwitter #molotovtrain https://t.co/T5IAan2uKr",3,1,wrong-label,13073
"#ClimateChange #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming 

Solar + batteries = 265g CO2 kWh.
450g = soil rich with CO2 destroyed (installation) +
Toxic waste dump from panels production.",2,3,wrong-label,13075
Thousands call for ‘climate reparations and justice’ in global protests. Fridays for Future ‘strikes’ in about 450 places demanded rich countries pay for damage from global heating. #FridaysforFuture #ExtinctionRebellion  https://t.co/qszw12sVAi,3,1,wrong-label,13082
"#ClimateStrike 🇺🇬
There is no #ClimateJustice without #ClimateFinance.
I will continue demanding for climate finance for mitigation, adaptation &amp; a compensation fund for the loss &amp; damage  
@GretaThunberg @vanessa_vash  
#FinanceNotPromises
#ShowUsTheMoneyNow #FridaysForFuture https://t.co/sP2xRC4uVo",1,3,wrong-label,13084
"School strike week 216. #FridaysForFuture #ClimateStrike #PeopleNotProfit

Last Call Out On 📢 

The Short Fall of our Society !! 

Link - https://t.co/kPSDBOnxMK
🏷 @GretaThunberg https://t.co/vqOiUjMl0I",1,3,wrong-label,13118
"DECLARE A CLIMATE EMERGENCY NOW!
@POTUS #1BillionClimateVoices #FridaysForFuture https://t.co/C5FlTPAHZM",1,3,wrong-label,13122
"Our legislators play an important role in advancing climate change action by ensuring public access to information, public participation in climate change policy decisions, and public awareness. 

#Changamkiaclimate #Youth4climate  #FridaysForFuture https://t.co/h7vZ6KPCqV",1,3,wrong-label,13139
"Climate justice now!

#ClimateStrikeOnline #Linköping week 115

#DigitalStrike #FridaysForFuture #ClimateStrike #klimatstrejk #klimat #climate #ClimateCrisis #klimatkris #ClimateBreakdown #UprootTheSystem #PeopleNotProfit #RöstFörRättvisa https://t.co/lIdq8pKYiz",1,3,wrong-label,13154
🌍🌿👇 Solidarity Nyombi....!✌️💚🌱 School Strike For Climate Action: 🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿 #ClimateStrikeOnline Week 70: 🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿 #FridaysForFuture ✊🗣️📢🌍🗣️📢✊ #FaceTheClimateEmergency,1,3,wrong-label,13171
"The Earth is what we all have in common.  We must all take responsibility to save it. It's never too late for change. Be the change!!! 

Dear Humans, #RestoreOurEarth

#ClimateCrisis #FridaysForFuture #SaveSoil #conservation #ClimateEmergency #Sadhguru #ConsciousPlanet #ActNow https://t.co/Io5WdShsQ8",1,3,wrong-label,13174
"As she closes her remarks, Toby Bloom from @forestservice insisted that “We didn’t inherit this planet from our ancestors, we are borrowing it from our children”
#WFCKorea @WFCKorea #FridaysForFuture @Fridays4future @unepmgcy @SDW_Bundesverb @FAOForestry https://t.co/CMWBHZpPUe",1,3,wrong-label,13189
"Climate action in Glasgow on Friday! 📢📢💚💚
@glasgowgreens @GWYGreens @eastglasgreens #ClimateStrike #ClimateActionNow #ClimateJustice #FridaysForFuture #PeopleNotProfit",1,3,wrong-label,13195
"Currently in the #climatenegotiations
We Wait...!
#WorldChildrenDay
 #FridaysForFuture #ClimateStrike #PeopleNotProfit
We are Watching! Do The Right Thing! In the name of Climate Justice #ClimateJustice 
We Only Have One Earth! - https://t.co/606nXDuUp2 #COP27 @CYPavilion @IYCM https://t.co/RjXmsnXfme",1,3,wrong-label,13220
"To re-balance #climate &amp; #nature let's get more #plants in the right places 🌱😎
#Sustainability #learning #edutwitter #Science #STEM #ClimateAction  #homeschooling #savetheplanet #food #gardening #farming #forests #oceans #recycle #wildlife #resources #NetZero #FridaysForFuture https://t.co/Nach1XInaI",1,3,wrong-label,13230
We are calling for #ClimateJustice &amp; #ClimateActionNow at the Global Climate Strike. #FridaysForFuture #PeopleNotProfit #FossilFuelTreaty https://t.co/4UEARUlV0O,1,3,wrong-label,13244
"When the last tree is cut down, the last fish eaten and the last stream poisoned, you will realize that you cannot eat money!

Dear Humans #RestoreOurEarth

#ClimateCrisis #FridaysForFuture #SaveSoil #conservation #ClimateEmergency https://t.co/wexHkrI6Zv",1,3,wrong-label,13250
"It's #11thHourForClimate and nature needs all the help it can get. Fantastic work by Weald to Waves project gives me hope that people are waking up to the #BiodiversityCrisis and making a real difference. Good news for once! #fridaysforfuture
https://t.co/Imkf2l8LQo",1,3,wrong-label,13271
"#GlobalWarming #ClimateChange #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ClimateAction #ExtinctionRebellion 

EVs lead to #ClimateCrisis
They do Not decarbonize.
Solar + Batteries = 200-300g CO2 kWh = severe CO2.

Threads to Read:",2,3,wrong-label,13294
"WE NEED A GRETA FOR THE OCEAN.

@GretaThunberg 

#opportunity #Leadership #FridaysForFuture #OceanDecade #OceanistheAnswer #Blueing #GenerationRestoration #UNFCCC #COP27 #COP15",1,3,wrong-label,13325
"Africa is only responsible for less than 3% of global emissions but we face the worst impacts of #ClimateCrisis.We can't have #ClimateJustice without #climatefinance

 SHOW US THE MONEY NOW!!!

Week 74 of #climatestrike .
#FridaysForFuture 

 @GretaThunberg @vanessa_vash https://t.co/GJnnUKTyN5",1,3,wrong-label,13327
"What do we do?
👇
Local NGOs need funds to protect natural areas. We help them get this funds through a democratic crowdfunded system.

#TogetherThroughTiME #thisismyearth #fridaysforfuture #saveourplanet #earth
[3/4]🔰 https://t.co/Njrh6Q9wjk",1,3,wrong-label,13334
"The story of #JacksonMississippi #WaterCrisis 💧is one of #infrastructure , #climate , and #ecoinjustice. Unfortunately, there are many communities facing the same all over the 🌎. 
#WaterIsLife @AlgonquinYR #YALit. 
Read about what you can do! #FridaysForFuture https://t.co/TzflhworKA",1,3,wrong-label,13357
"Phasing out animal agriculture represents “our best and most immediate chance to reverse the trajectory of climate change,” 

https://t.co/4zS39pY3c9

#ClimateCrisis
#MatOchKlimat
#ClimateTalk
#FridaysForFuture
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees https://t.co/mwnBIbEreg",1,3,wrong-label,13358
"https://t.co/BGpqr4w2EG #Heatwave #ClimateEmergency #Europe #Brussels #FridaysForFuture #ExtinctionRebellion #Gruenen #GroenLinks #LesVerts #Greens 

Ban the emission of greenhouse gases",1,3,wrong-label,13370
"Climate change = disruption of climatique conditions = poor production = hunger... 
 @PR_Paul_BIYA

#solidarty #equalrightsequalfights #savetheplanet
#ACTNOW #SDGs #futureoffood 
#connectAid #ClimateActionNow
#Peace #ClimateJustice
#FridaysForFuture
#cop27Egypt2022 https://t.co/kqgShhEtUz",1,3,wrong-label,13387
"#climatestrikeonline week 98

I can ensure you a coal sandwich would not be tasty. So why do we keep extracting it from the ground…

#ClimateStrike #FridaysForFuture https://t.co/fNZQLWg5kg",1,3,wrong-label,13397
"There is no planet B,taking care of our environment is every human responsibility. #WorldEnvironmentDay #sustainability #ClimateEmergency
#climatecrisis #FridaysForFuture https://t.co/NAbcE4u3WE",1,3,wrong-label,13407
"Young people are not only victims of climate change. They are also valuable contributors to climate action. They are agents of change, entrepreneurs and innovators.
#ClimateJustice
#ClimateCrisis #savesoilbengaluru #climasv #climate #ClimateJusticeNow #FridaysForFuture https://t.co/vNMsXJbdvc",1,3,wrong-label,13430
"The solutions to cutting down emissions are already available. 
We need to implement these solutions while finding more efficient solutions.

For more deets on Climate change mitigation, kindly check out this link:

https://t.co/FA2bDM4RB3

#FridaysForFuture
#ClimateEducation https://t.co/YPgzZZmAUl",1,3,wrong-label,13433
"#FridaysForFuture

Increased expense of inflationary #EnergyBills combined with #PriceGougers &amp; increased #CarbonTaxes/subsidises removal

There's now NO EXCUSE for not gradually investing in #RenewableEnergy for short-term #ROI &amp; significant #CostSavings long-term",1,3,wrong-label,13442
"The planet has an incredible ability to absorb, recycle and reuse toxic materials that humans produce. It will also soon absorb, recycle and reuse all of human civilisation #climate #UprootTheSystem #FridaysForFuture https://t.co/zPBCLR4T9f",1,3,wrong-label,13457
"Ask all the folks who lost their houses, and all their possessions, to wildfires last summer whether they know where global warming is. But it certainly isn't worth the trouble for anyone to spend an hour each #FridaysForFuture to pressure politicians into doing anything real.",2,1,error,13459
"Week 55th #ClimateStrike in India

#RiseUpMovment #ClimateCrisis
#ActOnClimate #ClimateJustice
#FridaysForFuture
#UprootTheSystem
✅Let's pledge to plant more and more trees।@RamprakashMina 

@LicypriyaK @deespeak @FFFIndia  @vanessa_vash @parents4future https://t.co/VOXbqVI9fI https://t.co/GDgXZ5qNxZ",1,3,wrong-label,13481
"""Climate change is the existential threat of our time.""

@GretaThunberg @tveitdal 
@arnestor @ClimateReality
@ScientistsX @Fridays4future
#FridaysForFuture
#ClimateCrisis @vanessa_vash
https://t.co/zxbToWh98v",1,3,wrong-label,13487
"Fridaysforfuture Pakistan in collaboration with @ClimateActionPk and some other movements organized a climate Strike (Demonstration) at at F9 park Islamabad. This shows our youth is Aware of what's happening.
#PayUp4LossAndDamage #FridaysForFuture 
@GretaThunberg @sherryrehman https://t.co/HL22ZfgHTM",3,1,wrong-label,13491
"When we make the environment the economy;
We shall have:
💚 Healthy living
💚 Food secure nations
💚 Diversity
💚 Net zero pollution
Embracing #ClimateAction &amp; #nutrition requires immediate implementation of the integrated strategies.
@Fridays4future @acfusa 
#FridaysForFuture https://t.co/aiUqUVeQKH",1,3,wrong-label,13499
"Which #company ist the 78th largest by market cap?
Did you know that the 100 largest companies are responsible for more than 70% of #CO2 emmision worldwide?
https://t.co/V12tSzqOQR

#fridaysforfuture 

Ask them if they can change it @Shell
Royal Dutch Shell",1,3,wrong-label,13506
School strike for climate ! #FridaysForFuture @Riseupmovt @Greenpeace https://t.co/V4yiTdkFCs,1,3,wrong-label,13517
"Will we reduce the number of cars 100 times 
Or build billions of batteries and kill with it our planet?

#ClimateAction #GlobalWarming #FridaysForFuture #Greenwashing  #ClimateChange #ExtinctionRebellion #ClimateStrike",2,3,wrong-label,13539
"It's imperative that #climateaction must be urgent and ambitious because the communities in the frontlines are the least with capacity to adapt. 

#ClimateCrisis #fridaysforfuture #RestorationX10000",1,3,wrong-label,13546
"#ClimateStrike Week 42 
#reduce #reuse #recycling is not (also an Option) it is
The Need now❕
We all must ensure 
Our Earth🌎should not be Constricted more❗
#FridaysForFuture
#twiff 
#climatehopeful https://t.co/GzhKUfpVOU",1,3,wrong-label,13551
"Instead of controlling the Environment for the benefit of the Population, perhaps it's time to control the population for the benefit of the environment.~🦋Linda J. Crane
#climate #SaveSoil #FridaysForFuture #conservation #biodiversity https://t.co/BPt0XFPEPw",1,3,wrong-label,13553
"Govt + Systems Change = Planetary Survival + Citizens Assemblies = Our Only Hope #UprootTheSystem
#ecocide fuels #war  #ActNow 
UK #PCSCBill CANADA #EmergenciesAct  #UprootTheSystem #ExtinctionRebellion UK #PCSCBill CANADA #EmergenciesAct #FridaysForFuture  #ExtinctionRebellion",1,3,wrong-label,13561
"Deforestation, a threat to our climate, planet and biodiversity.
#Stopcuttingdowntrees
#deforestation
#FridaysForFuture
@endelstamberg @GeraldKutney @vanessa_vash @TomsTweeters @JanineClimate @FFF_SAJ",1,3,wrong-label,13583
"🌍🌿👇 Solidarity Mohamed and fellow striker.!✌️💚🌱
Week 68: #UniversityStrikeForClimate 🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿
#FridaysForFuture 
#ClimateActionNow 
#ClimateJustice",1,3,wrong-label,13588
"#Klimaerwärmung? Nee, #Klimaschwindel! ALICE SPRINGS, AUSTRALIA SUFFERS LONGEST STREAK OF SUB-ZERO DAYS ON RECORD; + GREENLAND REFUSES TO MELT AS SCHEDULED. #Klimakrise #Klimakatastrophe #Klimahysterie #Fridaysforfuture  https://t.co/Y7cXhmDXTk",2,3,wrong-label,13638
The #EACOP and other projects that have high environmental impact should be seriously scrutinised as they pose a very high threat to the environment and the host communities. #FridaysForFuture #ClimateCrisis,1,3,wrong-label,13646
"#Fridaysforfuture, Dublin, Week 179. Supported by @tangfood @LoretoAbbey_ @Janemellett @mimsmo @AngelaDeegan1 @GretaThunberg https://t.co/dtxefh9e3Y",3,1,unclear,13657
"Another happy happy #Greenwashday
#ClimateCrisis #PeopleNotProfit #FridaysForFuture",1,3,wrong-label,13684
"#FridaysForFuture #ClimateEmergency #ClimateAction #SchoolStrike 
First we destroy nature
The rich keep getting richer
The poor are increasing in numbers
Measly check in the mail
When there’s still hell to pay
Bills and pills
Then we destroy ourselves 
Push back 
Despite all this",1,3,wrong-label,13711
"""And that request to contribute to the #IPCC came right when #Greta was getting attention here in the United States.
And then I also got asked to write this thing on #FridaysForFuture for Nature #climate.""

Recommended reading⬇️",3,1,wrong-label,13715
"@savinfamily @hungryhypo1 @CHS01916618 @financialjuice This is complete nonsense, since e.g. Germany has already demonstrably reduced its dependence on fossil fuels through the green policy.

About half of the electricity in Germany is already produced from renewable energies such as sun and wind.

#FridaysForFuture",1,3,wrong-label,13723
"👉 #PopeFrancis and the #Vatican
👉 the #DalaiLama and other 100 #Nobel Laureates
👉 the #UNSecretaryGeneral
👉 the #FridaysForFuture global movement

say w/ 1⃣ voice: 

put an #END to #fossilfuels era 

👇👇👇👇
https://t.co/w9adRhZGHl 

#ClimateCrisis #ClimateEmergency https://t.co/UUv6VDgV4P",1,3,wrong-label,13773
"There is no Planet B: https://t.co/EnNoLonVqA

#ape #fridaysforfuture #thereisnoplanetB #climete #climatechange #klimawande #klimaschutz #nature #umweltschutz https://t.co/Ev3MYPTYrk https://t.co/rzmSgOHDSW",1,3,wrong-label,13788
"#Plant more #trees to heal mother #Earth and heal ourselves.

Let's go #green
Let's spread green together
Thinkgreen LiveGreen
#Sustainable Lifestyle Sustainable
livelihoods
#ClimateCrisis #SDGs #environment #FridaysForFuture #climatechange #indunited #indunitedngo #ClimateAction https://t.co/lOeUb99XU7",1,3,wrong-label,13823
"New study says 1 foot of sea level rise is already baked in, even if we stopped all emissions today.  This will make the most destructive floods in the US happen 5 times as often.  #ActOnClimate #FridaysForFuture https://t.co/n9emhmGgmN",1,3,wrong-label,13826
"Do you💚your house?🌍🌎🌏
💚#ClimateAction 🌴🌿🍀🌲🌳🌵🌾
💚#SDG13 
🌐#UN 🌐#HRC51
💚#SDGs 💚#GlobalGoals 
💚#GlobalGoalsWeek 
💚#TransformingEducation 
💚#FridaysforFuture 
💚#TeachsSDGs 
💚#Worlslargestlesson #alexandra_epiro
https://t.co/ia4qOntxBr",1,3,wrong-label,13830
"FFF = 666. Greta Thunberg, WEF &amp; build back better are fronts for satan. https://t.co/uRnK9nRKIq via @YouTube
#FridaysForFuture #GretaThunberg #WEF #BuildBackBetter #Satanism",2,3,wrong-label,13892
"Announcement! 
Fridaysforfuture Pakistan is accepting applications on multiple positions, Click on the link to apply. 
https://t.co/EHJLwafz5H

#FridaysForFuture #ClimateStrike 
@sherryrehman @GretaThunberg https://t.co/s0q4EZ0489",1,3,wrong-label,13900
"THE CHANGE is US

""Us or the majority of Peace""
""Everyone and Nature deserve it""

https://t.co/lD0Tiw6iEU

#climatechange #climatecrisis #climateaction #climatejustice #fridaysforfuture #Nature #COP27  #ClimateEmergency #ActOnClimate #climate #fossilfuel #Earth #energybills https://t.co/ovlT3fIedY",1,3,wrong-label,13904
"In 2019 millions marched globally for #climateaction . #Climatecrisis the'other pandemic' https://t.co/7ZFP1QPkWD #auspol #climateemergency #FridaysForFuture #UN #environmental #schoolstrike4climate #climatestrike #climate 
@GretaThunberg",3,1,error,13912
"#Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction #ClimateCrisis  #GlobalWarming #ClimateChange #FridaysForFuture 

Solar + batteries = 265g CO2 kWh.
450g = soil rich with CO2 destroyed (installation) +
Toxic waste dump from panels production.",2,3,wrong-label,13913
"And I can not briefly describe the havoc that climate change &amp;flooding have caused in this region in two or three lines.
#HamalLake #Warah #Hometown #Sindh #FloodsInPakistan #ClimateCrises #ClimateJustice #FridaysForFuture #ClimateStrikeOnline #ClimateEmergency #PeopleNotProfit",1,3,wrong-label,13930
"Africa emits less than 4% of the global carbon emissions but is at the Frontline of climate catastrophies. 
We are a generation of united, ambitious and action oriented people. 
#FridaysForFuture #ClimateStrike in Uganda. 
#PeopleNotProfit #StopEACOP https://t.co/Hf5BoJcLas",1,3,wrong-label,14005
"THE GLACIERS ARE DISAPPEARING AND IT’S VERY BAD NEWS...   https://t.co/7RD7NT20wQ

This is real #ClimateEmergency &amp; #CliamteCrisis #ClimateBreakdown. We have no more time, we must #ActOnClimate now! #ClimateChange #freeAstroSci #FridaysForFuture #ClimateStrike #ClimateAction https://t.co/m6vK2seFTW",1,3,wrong-label,14024
"Wind farms robbing needed wind energy to supply enough rain and less dry periods in Europe?

Germany is loosing about 25% Watts/m2 since the rise of Wind farms.

Climate crisis is made at home!

#Klimawandel
#windenergy
#FridaysForFuture
 https://t.co/vrI4pi8HlP",2,3,wrong-label,14027
"The indigenous people are calling for #climatefinace.

#G7ShowUsTheMoney
#ClimateJustice
#FridaysForFuture
@Riseupmovt
@vanessa_vash
@GretaThunberg
@RiseupmovtKe https://t.co/nQMemicOfh",1,3,wrong-label,14039
School strike for climate.@Riseupmovt @Fridays4future #fridaysforfuture https://t.co/dqPmDXOEGy,1,3,wrong-label,14049
"🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿👇 Solidarity Benjamin, @BenMorse8 ✌️💚🌱
Climate strike week 68: ✊🗣️📢🆘🆘🌍🆘🆘🌿
#ClimateAction #FridaysForFuture #ClimateStrike #ClimateTech",1,3,wrong-label,14063
My week 38th #ClimateStrike in japan🇯🇵 #FridaysForFuture #NoWar https://t.co/BbLPDMENbs,1,3,wrong-label,14159
"#GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing  #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction  #ClimateCrisis 

Solar + batteries = 265g CO2 kWh.
450g = soil rich with CO2 destroyed (installation) +
Toxic waste dump from panels production.",2,3,wrong-label,14219
"We will not allow our generation to be polluted. We are ready to do whatever it takes to create a clean and plastic free environment. 

#ClimateCrisis #ClimateEmergency #PeopleNotProfit #COP27 #SaveSoil
#CleanUp @UNICEFBD @UNFCCC 
#FridaysForFuture @FFFMAPA https://t.co/CJRCo0fwZp",1,3,wrong-label,14228
Climate strikers link planet fight to system #ClimateCrisis #ClimateStrike #ClimateAction #ClimateEmergency #capitalism #SystemChange #FridaysForFuture #NoWar   https://t.co/NVFCDvRCxW,1,3,wrong-label,14250
"Week 7
Strike for #ClimateJustice 
🎯Jamalpur.
#ActivistaBD
#ClimateCrisis 
#ClimateActionNow 
#PeopleNotProfit 
#FridaysForFuture 
#Bagladesh
#COP27
@GretaThunberg @SaleemulHuq2  @N_A_Miraz @Fridays4future @activistabgd @AlokSharma_RDG @kabirfarah @FFFBot1 @AABangladesh https://t.co/mJkFLbmO9O",1,3,wrong-label,14251
"Will we reduce the number of cars 100 times 
Or build billions of batteries and kill with it our planet?

#GlobalWarming #FridaysForFuture #Greenwashing #ClimateChange #ExtinctionRebellion #ClimateStrike #ClimateAction",2,3,wrong-label,14283
"#DYK: A #Pentagon program is fast-tracking shipments of surplus #military gear to #police departments that claim to be preparing for climate disasters. 

The consequences could be deadly, here's why https://t.co/phjRK6XaMy #FridaysForFuture #UprootTheSystem #ClimateStrike https://t.co/fpil2NlCJJ",3,1,error,14326
"Stop with the bullshit forecasts. 
@ExtinctionR @ClimateReality @UNFCCC @GretaThunberg #ClimateStrike #PeopleNotProfit #FridaysForFuture #1BillionClimateVoices https://t.co/jhwHfxnu4v",2,3,unclear,14333
"Take names and #Kickgas

First reservations for https://t.co/d1Gnj08sBy begin Earth Day this Friday. 

#netzero
#solar
#SDGs
#FridaysforFuture https://t.co/X6hfMcDQAs",3,1,error,14454
I agree with Prof. Duflo - movements can change a political calculus quickly.  At the beginning of the presidential dem. primaries candidates were tripping over themselves to put forward bolder climate plans because climate topped the polls. #ActOnClimate #FridaysForFuture,1,3,wrong-label,14481
"“People do not understand the magnitude of what is going on,” she said. “This will be greater than anything we have ever seen in the past."" #svpol #SVT #aktuellt #Agenda #SR #RingP1 #Val2022 #klimat #Miljö #FridaysforFuture #Stockholm50  https://t.co/DHFE3IoHxw",3,1,error,14574
"💪 More and more young people are taking a stand for political issues.
 
Whether in the #Bundestag or on the streets with #FridaysforFuture, there are numerous ways to make your voice heard in #politics.

❓ How do you get involved?

#Engagement #activism

https://t.co/bhvfBG4iAu",3,1,error,14616
"@GretaThunberg said the Disney environmentalist who ignored the death of Tom and Bruno
#FridaysForFuture",2,1,unclear,14636
"Giving voice to the voiceless: connecting #graduate #Students  with #highschool students by incubating #DRR plans through #participatory #mapping 
@UNMGCY @UNDRR @UNESCO 
#youthvoice #disaster #FridaysForFuture #university #school 
https://t.co/vGnHVHLGG0",3,1,error,14644
"Dangerous heatwave at #FarnboroughAirShow this week.
#FIA22 #FIA2022
#Peace #greenpeace
#ClimateEmergency #ClimateCrisis 
#GretaThunberg 
#FridaysForFuture",3,1,error,14675
"Formula E to race in Portland, Oregon, in 2023 for first time
#portland #Oregon #FormulaE #year #FridaysForFuture #latest #NEWS 
https://t.co/5bU14WgerC",3,1,wrong-label,14676
"#FridaysForFuture 
#KokumsforClimate
#ClimateActionEveryDay
Whiteboard at the school https://t.co/5aI0Zlei2P",3,1,error,14764
"#Greenwashing #ClimateAction #ExtinctionRebellion #GlobalWarming #ClimateChange #UprootTheSystem #FaceTheClimateEmergency #FridaysForFuture #Renewables #ClimateStrike 

How Billionaires with Greta Thunberg 
uproot the system, important thread 2 read:",3,1,error,14801
"☠️ #FridaysForFuture - 100% we told to YOU YEARS 👉
Not only #WarCrimes &amp; Nuclear blackmail , 
but #ClimateCrisis #SDGs blackmail treat too!
🔥 £
#Putin ruin the World 🌍 
#StopPutin №1 Global Terrorist ! https://t.co/htljqi8YYD",2,1,error,14858
"𝗦𝗮𝗮𝘀𝗹𝗮𝗻𝗱 - 𝗠𝘂𝗹𝘁𝗶𝗣𝘂𝗿𝗽𝗼𝘀𝗲 𝗪𝗼𝗿𝗱𝗣𝗿𝗲𝘀𝘀 𝗧𝗵𝗲𝗺𝗲 for Saas Startup: https://t.co/qbEYbFIkFy

⭕Elementor
⭕WooCommerce
⭕WPML

#WP #WebsiteBuilder #WebsiteDevelopment  #100DaysOfCode #HTML #webdev #WordPress #ladningpage #FridaysForFuture #FridayMotivation https://t.co/4J0X5O2E3D",3,1,wrong-label,14891
"Today's  #quoteoftheday 

We HOPE to do this at #kaysflowerschool 

Happy  Friday! #FridayFeeling
#FridaysForFuture
Don't  forget  to join us at 11am this morning  for another  free floristry   demonstration https://t.co/KJfzlBn4vz",3,1,wrong-label,14894
It’s time to turn off the money pipeline to dirty fossil fuels and invest in the people transition to clean and sustainable energy systems. #FridaysForFuture #ClimateStrike #PeopleNotProfit #ActNow #COP27 https://t.co/oG37Cbg0TF,1,3,wrong-label,14909
"Vienna 2022:
&gt;Calls itself ""climate model city""
&gt;Forces through a new motorway in the city despite widespread protests, now clearing the #FridaysForFuture camp and immediately felling a bunch of trees (lest someone chain themselves to them?)

Mayor @LudwigBgm is living in the 60s",2,1,error,14925
"to questions on COP27: Take Home For Africa on our twitter space yesterday. 
#RoadFromCOP27 #ImplementPromisesNow #EcoKnowledge #FridaysForFuture",3,1,error,14926
Dr Peter G Kinesa's Digest : #FckTesla - #Greta is Right - #FridaysForFuture https://t.co/NZ1HVZyTfP #Greta #climate #BOE #resources #Ecology #Firdaysforfuture #Children #collateraldamage #FckTesla #Elon​ ​https://t.co/Skq41QZRtD,3,1,error,14973
Three years of #FridaysForFuture meditating for the climate and basically at the government level lots of words and steam but the CO2 output keeps rising. If this keeps up I may become a doomer much to the chagrin of @MichaelEMann and @AJWVictoriaBC @GeorgeHeyman,3,1,error,14994
"Why Climate Change Denial Still Exists In The U.S.? 

Honestly, this question shouldn't have been asked, cuz the answer is as clear as hell: It's DJT behind most of it..

https://t.co/Ucu3CSIplb

#FridaysForFuture
#ClimateCrisis
#ClimateDenial
#ClimateTalk
#stopfossilfuel",1,2,wrong-label,15005
TODAY!!! The full map with actions NEAR YOU you can join: https://t.co/j3i2W0kuxU #FridaysForFuture #CDNpoli #StopBayduNord #StopRosebank https://t.co/NIdQcq9LXK,1,3,wrong-label,15019
Experienced with me the finiteness of Arctic. A story about the toxic relationship between nature and human 🙇🏼‍♀️  Available @opensea @NatGeo  #FridaysForFuture #ClimateActionNow #NFTphotographers #nftphotography  #nature #arctic #nftcommunity.  https://t.co/K9cNJuSbjU,3,2,wrong-label,15047
"If we think we can rely on banks and corporations to solve our problems, we’ll never get a better, cleaner, greener world. It up to us, the people to force positive change! #GreenNewDeal #FridaysForFuture #ClimateActionNow #HumanRights #futureisnow #BrighterFuture",1,2,wrong-label,15051
"While #FridaysForFuture demands that white #artists #cut their #dreads off, we are occupied with #more #important  issues, like trying not to be #DeadbyDaylgiht 

https://t.co/CcH95kkAym
@thgc_rts @promo_streams @Mighty_RTs @rtsmallstreams @BlazedRTs",2,1,wrong-label,15143
"Week 80 for climate Justice and nuclear disarmament.
Nuclear weapons worsen the climate crisis.
#FridaysForFuture
#nuclearbanweek 
#ClimateActionNow https://t.co/ehxCc35NGC",1,2,wrong-label,15153
"Bob Marley was a genius in this world, but some people never understood him..... #FridaysForFuture",3,1,wrong-label,15185
"Global Climate Strike! :: Fri Sept 23, 5PM - Palo Alto Civic Center - https://t.co/BMMjdDWRZl
#FridaysForFuture
#PeopleNotProfit
#ClimateStrike
#ClimateActionNow
@FFFUnitedStates
@polimatt1 https://t.co/utsCXVRfEU",1,3,wrong-label,15187
"Follow Free AstroScience if you want to learn more...
#freeAstroSci #FollowTheScience #didyouknow #curiosity #science #nature #biology #figs #earth #SaveThePlanet #education #ClimateEmergency #ActOnClimate #ClimateChange #FridaysForFuture #ClimateStrike #ClimateAction #health https://t.co/hcPwi6RVFJ",1,3,wrong-label,15192
"#FridaysForFuture #ClimateStrike Week 178
Check out the new @twiff_bot for the #map of #Climate #activist #action around the #world

https://t.co/NRFDHfHQDh",1,3,wrong-label,15193
